Name = VO242
Mach = 0; Re = 100000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 0; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
-8.0	-1.139	0.02372	0.045	0.649	0.347	0.904	0.827	-48.028	0.290	0.289
-7.0	-1.002	0.02232	0.039	0.635	0.369	0.902	0.835	-44.888	0.290	0.289
-6.0	-0.863	0.02117	0.034	0.619	0.390	0.899	0.843	-40.767	0.290	0.289
-5.0	-0.722	0.02020	0.028	0.603	0.412	0.896	0.850	-35.763	0.289	0.289
-4.0	-0.580	0.01941	0.023	0.587	0.433	0.893	0.856	-29.882	0.289	0.289
-3.0	-0.437	0.01882	0.017	0.570	0.454	0.889	0.862	-23.196	0.289	0.289
-2.0	-0.292	0.01840	0.011	0.552	0.475	0.886	0.868	-15.868	0.289	0.289
-1.0	-0.146	0.01812	0.006	0.533	0.495	0.882	0.873	-8.075	0.289	0.289
-0.0	-0.000	0.01803	-0.000	0.514	0.514	0.877	0.877	-0.000	0.289	0.250
1.0	0.146	0.01812	-0.006	0.495	0.533	0.873	0.882	8.075	0.289	0.289
2.0	0.292	0.01840	-0.011	0.475	0.552	0.868	0.886	15.868	0.289	0.289
3.0	0.437	0.01882	-0.017	0.454	0.570	0.862	0.889	23.196	0.289	0.289
4.0	0.580	0.01941	-0.023	0.433	0.587	0.856	0.893	29.882	0.289	0.289
5.0	0.722	0.02020	-0.028	0.412	0.603	0.850	0.896	35.763	0.289	0.289
6.0	0.863	0.02117	-0.034	0.390	0.619	0.843	0.899	40.767	0.290	0.289
7.0	1.002	0.02232	-0.039	0.369	0.635	0.835	0.902	44.888	0.290	0.289
8.0	1.139	0.02372	-0.045	0.347	0.649	0.827	0.904	48.028	0.290	0.289
9.0	1.274	0.02533	-0.050	0.325	0.664	0.819	0.906	50.284	0.290	0.289
10.0	1.406	0.02724	-0.055	0.304	0.677	0.809	0.909	51.625	0.290	0.289
11.0	1.535	0.02938	-0.061	0.283	0.690	0.799	0.910	52.265	0.290	0.289
12.0	1.662	0.03185	-0.066	0.263	0.703	0.789	0.913	52.166	0.290	0.289
13.0	1.784	0.03466	-0.071	0.244	0.715	0.778	0.914	51.484	0.290	0.290
14.0	1.903	0.03778	-0.075	0.225	0.727	0.766	0.916	50.366	0.291	0.290
15.0	2.017	0.04129	-0.080	0.208	0.738	0.754	0.917	48.858	0.291	0.290
16.0	2.127	0.04518	-0.085	0.192	0.748	0.741	0.919	47.081	0.291	0.290
17.0	2.232	0.04958	-0.089	0.177	0.759	0.727	0.920	45.023	0.292	0.290
18.0	2.332	0.05437	-0.093	0.163	0.768	0.713	0.921	42.884	0.293	0.290
19.0	2.426	0.05968	-0.097	0.151	0.778	0.698	0.922	40.651	0.293	0.290
20.0	2.514	0.06566	-0.101	0.139	0.787	0.683	0.924	38.290	0.294	0.290
21.0	2.596	0.07205	-0.105	0.129	0.795	0.667	0.925	36.033	0.295	0.290
22.0	2.672	0.07920	-0.108	0.119	0.804	0.652	0.926	33.737	0.297	0.290
23.0	2.741	0.08696	-0.111	0.111	0.812	0.635	0.927	31.521	0.299	0.291
24.0	2.804	0.09556	-0.115	0.103	0.820	0.619	0.928	29.342	0.301	0.291
25.0	2.860	0.10472	-0.118	0.096	0.827	0.602	0.929	27.308	0.304	0.291
26.0	2.909	0.11478	-0.120	0.089	0.834	0.586	0.931	25.343	0.307	0.291
27.0	2.951	0.12552	-0.123	0.084	0.841	0.569	0.932	23.511	0.312	0.292
28.0	2.987	0.13719	-0.125	0.078	0.847	0.552	0.933	21.773	0.318	0.292
29.0	3.016	0.14977	-0.127	0.073	0.854	0.535	0.934	20.137	0.328	0.292
30.0	3.039	0.16324	-0.129	0.069	0.859	0.519	0.935	18.617	0.341	0.292
31.0	3.056	0.17754	-0.131	0.065	0.865	0.502	0.936	17.213	0.367	0.293
32.0	3.067	0.19279	-0.132	0.061	0.871	0.486	0.937	15.907	0.429	0.293
33.0	3.072	0.20895	-0.134	0.058	0.876	0.470	0.939	14.702	0.661	0.294
34.0	3.073	0.22587	-0.135	0.055	0.881	0.455	0.940	13.603	-0.156	0.294
35.0	3.067	0.24367	-0.136	0.052	0.886	0.440	0.941	12.587	0.140	0.294
36.0	3.057	0.26221	-0.136	0.049	0.891	0.425	0.942	11.660	0.193	0.295
37.0	3.044	0.28177	-0.137	0.047	0.896	0.411	0.943	10.804	0.218	0.295
38.0	3.027	0.30228	-0.137	0.044	0.900	0.397	0.945	10.013	0.234	0.295
39.0	3.005	0.32340	-0.138	0.042	0.905	0.384	0.946	9.293	0.244	0.296
40.0	2.981	0.34507	-0.138	0.040	0.908	0.371	0.948	8.640	0.252	0.296
41.0	2.955	0.36760	-0.138	0.038	0.913	0.359	0.949	8.040	0.258	0.297
42.0	2.926	0.39008	-0.137	0.037	0.916	0.347	0.951	7.501	0.263	0.297
43.0	2.894	0.41396	-0.137	0.035	0.920	0.335	0.952	6.991	0.266	0.297
44.0	2.861	0.43777	-0.136	0.034	0.924	0.324	0.954	6.536	0.270	0.298
45.0	2.827	0.46274	-0.135	0.032	0.927	0.314	0.955	6.110	0.275	0.298
46.0	2.793	0.48812	-0.134	0.031	0.931	0.304	0.956	5.721	0.278	0.298
47.0	2.756	0.51276	-0.133	0.030	0.933	0.294	0.957	5.374	0.281	0.298
48.0	2.718	0.53950	-0.132	0.028	0.936	0.285	0.959	5.038	0.489	0.299
49.0	2.680	0.56524	-0.115	0.027	0.511	0.276	0.511	4.742	0.492	0.293
50.0	2.642	0.59152	-0.114	0.026	0.511	0.267	0.511	4.467	0.288	0.293
51.0	2.605	0.61833	-0.112	0.025	0.511	0.259	0.511	4.213	0.291	0.293
52.0	2.568	0.64422	-0.111	0.024	0.511	0.251	0.511	3.987	0.294	0.293
53.0	2.530	0.67083	-0.109	0.023	0.511	0.244	0.511	3.772	0.296	0.293
54.0	2.493	0.69841	-0.107	0.022	0.511	0.237	0.511	3.569	0.299	0.293
55.0	2.456	0.72530	-0.106	0.021	0.511	0.230	0.512	3.386	0.302	0.293
56.0	2.420	0.75273	-0.104	0.021	0.511	0.223	0.515	3.215	0.305	0.293
57.0	2.385	0.77907	-0.102	0.020	0.512	0.217	0.518	3.061	0.310	0.293
58.0	2.351	0.80458	-0.100	0.019	0.513	0.211	0.520	2.922	0.315	0.292
59.0	2.318	0.83138	-0.097	0.018	0.515	0.205	0.523	2.789	0.318	0.292
60.0	2.285	0.85774	-0.095	0.018	0.516	0.199	0.526	2.664	0.321	0.292
61.0	2.253	0.88683	-0.093	0.017	0.518	0.194	0.528	2.540	0.327	0.291
62.0	2.222	0.91044	-0.090	0.017	0.519	0.189	0.532	2.440	0.332	0.291
63.0	2.192	0.93598	-0.088	0.016	0.520	0.184	0.535	2.342	0.339	0.290
64.0	2.163	0.96123	-0.085	0.015	0.521	0.179	0.539	2.251	0.346	0.289
65.0	2.136	0.98545	-0.082	0.015	0.522	0.174	0.542	2.168	0.353	0.289
66.0	2.110	1.01196	-0.080	0.014	0.524	0.170	0.546	2.085	0.360	0.288
67.0	2.085	1.03174	-0.077	0.014	0.525	0.165	0.550	2.021	0.365	0.287
68.0	2.060	1.05578	-0.074	0.013	0.526	0.161	0.555	1.951	0.370	0.286
69.0	2.036	1.07745	-0.071	0.013	0.527	0.157	0.559	1.890	0.380	0.285
70.0	2.014	1.09957	-0.068	0.012	0.528	0.153	0.563	1.832	0.390	0.284
71.0	1.993	1.12521	-0.065	0.012	0.529	0.149	0.568	1.771	0.402	0.282
72.0	1.973	1.14230	-0.062	0.011	0.530	0.145	0.573	1.727	0.415	0.281
73.0	1.954	1.16118	-0.058	0.011	0.531	0.141	0.577	1.683	0.429	0.280
74.0	1.937	1.18569	-0.055	0.011	0.532	0.138	0.582	1.634	0.445	0.278
75.0	1.921	1.20065	-0.052	0.010	0.533	0.135	0.587	1.600	0.459	0.277
76.0	1.905	1.22119	-0.049	0.010	0.534	0.131	0.592	1.560	0.467	0.275
77.0	1.890	1.23914	-0.045	0.010	0.535	0.128	0.597	1.525	0.481	0.274
78.0	1.876	1.25426	-0.042	0.009	0.536	0.125	0.602	1.496	0.505	0.272
79.0	1.863	1.26585	-0.038	0.009	0.537	0.122	0.607	1.472	0.532	0.271
80.0	1.852	1.28392	-0.035	0.009	0.538	0.119	0.612	1.442	0.565	0.269
81.0	1.841	1.29530	-0.031	0.008	0.539	0.116	0.617	1.422	0.604	0.267
82.0	1.832	1.30702	-0.028	0.008	0.540	0.113	0.622	1.402	0.655	0.265
83.0	1.824	1.31758	-0.024	0.008	0.541	0.110	0.627	1.384	0.717	0.263
84.0	1.817	1.32905	-0.021	0.007	0.542	0.107	0.632	1.367	0.806	0.262
85.0	1.811	1.34095	-0.017	0.007	0.543	0.105	0.636	1.351	0.847	0.260
86.0	1.805	1.34253	-0.014	0.007	0.544	0.102	0.641	1.345	0.881	0.258
87.0	1.800	1.34849	-0.010	0.006	0.544	0.099	0.646	1.335	1.039	0.256
88.0	1.797	1.36170	-0.007	0.006	0.545	0.097	0.650	1.319	1.322	0.254
89.0	1.794	1.36472	-0.003	0.006	0.546	0.094	0.654	1.314	1.819	0.252
90.0	1.792	1.36526	-0.000	0.006	0.547	0.092	0.659	1.313	0.222	0.250
91.0	2.039	0.66386	0.003	0.546	0.006	0.654	0.094	3.072	0.222	0.248
92.0	2.039	0.66849	0.007	0.545	0.006	0.650	0.097	3.050	-6.212	0.247
93.0	2.040	0.66336	0.010	0.544	0.006	0.646	0.099	3.076	-1.793	0.245
94.0	2.043	0.66674	0.014	0.544	0.007	0.641	0.102	3.063	-0.972	0.243
95.0	2.046	0.67480	0.017	0.543	0.007	0.636	0.105	3.032	-0.800	0.241
96.0	2.049	0.67238	0.021	0.542	0.007	0.632	0.107	3.048	-0.708	0.240
97.0	2.053	0.67180	0.024	0.541	0.008	0.627	0.110	3.056	-0.466	0.238
98.0	2.059	0.67201	0.028	0.540	0.008	0.622	0.113	3.064	-0.320	0.236
99.0	2.066	0.67190	0.031	0.539	0.008	0.617	0.116	3.074	-0.227	0.235
100.0	2.074	0.67271	0.035	0.538	0.009	0.612	0.119	3.082	-0.155	0.233
101.0	2.083	0.66687	0.038	0.537	0.009	0.607	0.122	3.123	-0.102	0.232
102.0	2.093	0.66856	0.042	0.536	0.009	0.602	0.125	3.131	-0.056	0.230
103.0	2.105	0.66618	0.045	0.535	0.010	0.597	0.128	3.160	-0.026	0.229
104.0	2.118	0.66237	0.049	0.534	0.010	0.592	0.131	3.197	-0.007	0.227
105.0	2.131	0.65514	0.052	0.533	0.010	0.587	0.135	3.253	0.007	0.226
106.0	2.145	0.65445	0.055	0.532	0.011	0.582	0.138	3.277	0.024	0.224
107.0	2.160	0.64385	0.058	0.531	0.011	0.577	0.141	3.355	0.045	0.223
108.0	2.176	0.63971	0.062	0.530	0.011	0.573	0.145	3.402	0.063	0.222
109.0	2.194	0.63772	0.065	0.529	0.012	0.568	0.149	3.440	0.080	0.220
110.0	2.213	0.62660	0.068	0.528	0.012	0.563	0.153	3.532	0.095	0.219
111.0	2.233	0.61956	0.071	0.527	0.013	0.559	0.157	3.604	0.108	0.218
112.0	2.255	0.61243	0.074	0.526	0.013	0.555	0.161	3.682	0.119	0.217
113.0	2.278	0.60389	0.077	0.525	0.014	0.550	0.165	3.772	0.124	0.216
114.0	2.301	0.59949	0.080	0.524	0.014	0.546	0.170	3.838	0.129	0.215
115.0	2.324	0.58816	0.082	0.522	0.015	0.542	0.174	3.952	0.138	0.215
116.0	2.350	0.57876	0.085	0.521	0.015	0.539	0.179	4.060	0.147	0.214
117.0	2.376	0.56842	0.088	0.520	0.016	0.535	0.184	4.180	0.154	0.213
118.0	2.403	0.55806	0.090	0.519	0.017	0.532	0.189	4.307	0.161	0.212
119.0	2.432	0.54959	0.093	0.518	0.017	0.528	0.194	4.426	0.168	0.212
120.0	2.462	0.53490	0.095	0.516	0.018	0.526	0.199	4.603	0.174	0.211
121.0	2.494	0.52288	0.097	0.515	0.018	0.523	0.205	4.769	0.177	0.211
122.0	2.524	0.51076	0.100	0.513	0.019	0.520	0.211	4.942	0.180	0.211
123.0	2.555	0.49976	0.102	0.512	0.020	0.518	0.217	5.113	0.184	0.210
124.0	2.587	0.48817	0.104	0.511	0.021	0.515	0.223	5.300	0.189	0.210
125.0	2.620	0.47512	0.106	0.511	0.021	0.512	0.230	5.514	0.194	0.210
126.0	2.654	0.46158	0.107	0.511	0.022	0.511	0.237	5.750	0.198	0.210
127.0	2.689	0.44644	0.109	0.511	0.023	0.511	0.244	6.024	0.201	0.209
128.0	2.725	0.43232	0.111	0.511	0.024	0.511	0.251	6.304	0.203	0.209
129.0	2.759	0.41920	0.112	0.511	0.025	0.511	0.259	6.582	0.205	0.209
130.0	2.793	0.40457	0.114	0.511	0.026	0.511	0.267	6.904	0.209	0.209
131.0	2.828	0.39025	0.115	0.511	0.027	0.511	0.276	7.245	0.198	0.209
132.0	3.146	0.24937	0.132	0.936	0.028	0.959	0.285	12.614	0.199	0.208
133.0	3.181	0.23857	0.133	0.933	0.030	0.957	0.294	13.335	0.217	0.208
134.0	3.216	0.22996	0.134	0.931	0.031	0.956	0.304	13.984	0.219	0.208
135.0	3.247	0.21998	0.135	0.927	0.032	0.955	0.314	14.762	0.223	0.208
136.0	3.277	0.21032	0.136	0.924	0.034	0.954	0.324	15.583	0.227	0.208
137.0	3.306	0.20128	0.137	0.920	0.035	0.952	0.335	16.424	0.231	0.209
138.0	3.333	0.19208	0.137	0.916	0.037	0.951	0.347	17.351	0.234	0.209
139.0	3.356	0.18388	0.138	0.913	0.038	0.949	0.359	18.249	0.239	0.209
140.0	3.375	0.17515	0.138	0.908	0.040	0.948	0.371	19.269	0.247	0.209
141.0	3.391	0.16677	0.138	0.905	0.042	0.946	0.384	20.333	0.259	0.209
142.0	3.404	0.15850	0.137	0.900	0.044	0.945	0.397	21.476	0.279	0.210
143.0	3.412	0.15016	0.137	0.896	0.047	0.943	0.411	22.722	0.341	0.210
144.0	3.415	0.14236	0.136	0.891	0.049	0.942	0.425	23.988	1.388	0.210
145.0	3.413	0.13511	0.136	0.886	0.052	0.941	0.440	25.262	0.042	0.210
146.0	3.407	0.12790	0.135	0.881	0.055	0.940	0.455	26.637	0.143	0.210
147.0	3.394	0.12093	0.134	0.876	0.058	0.939	0.470	28.067	0.174	0.211
148.0	3.375	0.11414	0.132	0.871	0.061	0.937	0.486	29.568	0.184	0.211
149.0	3.351	0.10752	0.131	0.865	0.065	0.936	0.502	31.162	0.192	0.211
150.0	3.319	0.10133	0.129	0.859	0.069	0.935	0.519	32.755	0.198	0.211
151.0	3.281	0.09521	0.127	0.854	0.073	0.934	0.535	34.462	0.201	0.211
152.0	3.237	0.08938	0.125	0.847	0.078	0.933	0.552	36.219	0.204	0.211
153.0	3.185	0.08389	0.123	0.841	0.084	0.932	0.569	37.970	0.206	0.211
154.0	3.128	0.07873	0.120	0.834	0.089	0.931	0.586	39.729	0.207	0.212
155.0	3.063	0.07367	0.118	0.827	0.096	0.929	0.602	41.573	0.209	0.212
156.0	2.992	0.06897	0.115	0.820	0.103	0.928	0.619	43.374	0.210	0.212
157.0	2.914	0.06427	0.111	0.812	0.111	0.927	0.635	45.334	0.210	0.212
158.0	2.830	0.06001	0.108	0.804	0.119	0.926	0.652	47.156	0.211	0.212
159.0	2.739	0.05584	0.105	0.795	0.129	0.925	0.667	49.056	0.211	0.212
160.0	2.643	0.05210	0.101	0.787	0.139	0.924	0.683	50.738	0.212	0.212
161.0	2.542	0.04835	0.097	0.778	0.151	0.922	0.698	52.571	0.212	0.212
162.0	2.435	0.04498	0.093	0.768	0.163	0.921	0.713	54.131	0.212	0.212
163.0	2.323	0.04183	0.089	0.759	0.177	0.920	0.727	55.541	0.212	0.212
164.0	2.207	0.03879	0.085	0.748	0.192	0.919	0.741	56.895	0.212	0.212
165.0	2.087	0.03606	0.080	0.738	0.208	0.917	0.754	57.867	0.212	0.212
166.0	1.963	0.03350	0.075	0.727	0.225	0.916	0.766	58.585	0.212	0.212
167.0	1.835	0.03115	0.071	0.715	0.244	0.914	0.778	58.901	0.212	0.212
168.0	1.704	0.02898	0.066	0.703	0.263	0.913	0.789	58.810	0.212	0.211
169.0	1.571	0.02702	0.061	0.690	0.283	0.910	0.799	58.141	0.212	0.211
170.0	1.435	0.02529	0.055	0.677	0.304	0.909	0.809	56.740	0.212	0.211
171.0	1.297	0.02372	0.050	0.664	0.325	0.906	0.819	54.688	0.212	0.211
172.0	1.157	0.02245	0.045	0.649	0.347	0.904	0.827	51.549	0.212	0.211
173.0	1.016	0.02134	0.039	0.635	0.369	0.902	0.835	47.595	0.212	0.211
174.0	0.873	0.02043	0.034	0.619	0.390	0.899	0.843	42.730	0.211	0.211
175.0	0.729	0.01965	0.028	0.603	0.412	0.896	0.850	37.107	0.211	0.211
176.0	0.584	0.01902	0.023	0.587	0.433	0.893	0.856	30.721	0.211	0.211
177.0	0.439	0.01857	0.017	0.570	0.454	0.889	0.862	23.641	0.211	0.211
178.0	0.293	0.01825	0.011	0.552	0.475	0.886	0.868	16.057	0.211	0.211
179.0	0.147	0.01806	0.006	0.533	0.495	0.882	0.873	8.119	0.211	0.211
180.0	0.000	0.01803	-0.000	0.514	0.514	0.877	0.877	0.000	0.211	0.250

Name = VO242
Mach = 0; Re = 400000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 0; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-180.0	-0.000	0.01633	-0.000	0.514	0.514	0.887	0.887	-0.000	0.211	0.250
-179.0	-0.147	0.01636	-0.006	0.495	0.533	0.882	0.891	-8.977	0.211	0.211
-178.0	-0.294	0.01654	-0.011	0.475	0.552	0.877	0.895	-17.750	0.211	0.211
-177.0	-0.440	0.01683	-0.017	0.454	0.570	0.871	0.899	-26.128	0.211	0.211
-176.0	-0.586	0.01728	-0.023	0.433	0.587	0.866	0.902	-33.878	0.211	0.211
-175.0	-0.731	0.01786	-0.028	0.412	0.603	0.859	0.905	-40.911	0.211	0.211
-174.0	-0.875	0.01860	-0.034	0.390	0.619	0.852	0.908	-47.028	0.211	0.211
-173.0	-1.018	0.01946	-0.040	0.369	0.635	0.845	0.911	-52.310	0.211	0.211
-172.0	-1.159	0.02050	-0.045	0.347	0.649	0.837	0.913	-56.563	0.212	0.211
-171.0	-1.299	0.02169	-0.050	0.325	0.664	0.829	0.916	-59.901	0.212	0.211
-170.0	-1.438	0.02317	-0.056	0.304	0.677	0.820	0.918	-62.038	0.212	0.211
-169.0	-1.574	0.02480	-0.061	0.283	0.690	0.810	0.920	-63.459	0.212	0.211
-168.0	-1.708	0.02661	-0.066	0.263	0.703	0.800	0.922	-64.157	0.212	0.211
-167.0	-1.838	0.02859	-0.071	0.244	0.715	0.789	0.923	-64.309	0.212	0.211
-166.0	-1.966	0.03079	-0.076	0.225	0.727	0.777	0.925	-63.861	0.212	0.211
-165.0	-2.090	0.03321	-0.080	0.208	0.738	0.765	0.926	-62.950	0.212	0.212
-164.0	-2.211	0.03577	-0.085	0.192	0.748	0.753	0.928	-61.811	0.212	0.212
-163.0	-2.328	0.03853	-0.089	0.177	0.759	0.740	0.929	-60.401	0.212	0.212
-162.0	-2.439	0.04149	-0.094	0.163	0.768	0.726	0.930	-58.794	0.212	0.212
-161.0	-2.546	0.04474	-0.098	0.151	0.778	0.712	0.931	-56.916	0.212	0.212
-160.0	-2.648	0.04809	-0.102	0.139	0.787	0.697	0.933	-55.068	0.211	0.212
-159.0	-2.744	0.05171	-0.105	0.129	0.795	0.682	0.933	-53.069	0.211	0.212
-158.0	-2.835	0.05543	-0.109	0.119	0.804	0.667	0.934	-51.134	0.210	0.212
-157.0	-2.919	0.05953	-0.112	0.111	0.812	0.651	0.936	-49.028	0.210	0.212
-156.0	-2.996	0.06370	-0.115	0.103	0.820	0.635	0.936	-47.040	0.209	0.211
-155.0	-3.068	0.06822	-0.118	0.096	0.827	0.619	0.937	-44.964	0.208	0.211
-154.0	-3.133	0.07291	-0.121	0.089	0.834	0.603	0.938	-42.964	0.206	0.211
-153.0	-3.190	0.07765	-0.124	0.084	0.841	0.586	0.939	-41.085	0.205	0.211
-152.0	-3.242	0.08274	-0.126	0.078	0.847	0.570	0.940	-39.182	0.202	0.211
-151.0	-3.286	0.08813	-0.128	0.073	0.854	0.554	0.941	-37.279	0.199	0.211
-150.0	-3.323	0.09379	-0.130	0.069	0.859	0.538	0.942	-35.434	0.196	0.211
-149.0	-3.355	0.09957	-0.132	0.065	0.865	0.521	0.943	-33.694	0.190	0.211
-148.0	-3.379	0.10536	-0.134	0.061	0.871	0.505	0.943	-32.071	0.181	0.210
-147.0	-3.398	0.11173	-0.135	0.058	0.876	0.490	0.945	-30.411	0.169	0.210
-146.0	-3.411	0.11829	-0.136	0.055	0.881	0.475	0.945	-28.833	0.136	0.210
-145.0	-3.417	0.12515	-0.137	0.052	0.886	0.460	0.946	-27.302	0.016	0.210
-144.0	-3.418	0.13210	-0.138	0.049	0.891	0.445	0.947	-25.876	1.262	0.210
-143.0	-3.416	0.13882	-0.138	0.047	0.896	0.431	0.948	-24.604	0.342	0.209
-142.0	-3.407	0.14625	-0.139	0.044	0.900	0.417	0.950	-23.296	0.281	0.209
-141.0	-3.394	0.15367	-0.139	0.042	0.905	0.404	0.950	-22.085	0.261	0.209
-140.0	-3.378	0.16162	-0.139	0.040	0.908	0.391	0.952	-20.898	0.249	0.209
-139.0	-3.358	0.16939	-0.139	0.038	0.913	0.378	0.952	-19.823	0.241	0.209
-138.0	-3.335	0.17757	-0.139	0.037	0.916	0.366	0.954	-18.782	0.236	0.208
-137.0	-3.308	0.18619	-0.138	0.035	0.920	0.355	0.955	-17.767	0.232	0.208
-136.0	-3.279	0.19415	-0.138	0.034	0.924	0.344	0.956	-16.890	0.227	0.208
-135.0	-3.249	0.20273	-0.137	0.032	0.927	0.333	0.958	-16.027	0.223	0.208
-134.0	-3.217	0.21124	-0.136	0.031	0.931	0.323	0.958	-15.230	0.220	0.208
-133.0	-3.183	0.22000	-0.135	0.030	0.933	0.313	0.960	-14.467	0.218	0.208
-132.0	-3.147	0.22919	-0.134	0.028	0.936	0.303	0.961	-13.730	0.199	0.207
-131.0	-2.828	0.37032	-0.117	0.027	0.511	0.294	0.511	-7.635	0.198	0.209
-130.0	-2.793	0.38327	-0.115	0.026	0.511	0.286	0.511	-7.288	0.209	0.209
-129.0	-2.759	0.39598	-0.114	0.025	0.511	0.277	0.511	-6.968	0.206	0.209
-128.0	-2.725	0.41078	-0.112	0.024	0.511	0.269	0.511	-6.634	0.203	0.209
-127.0	-2.689	0.42435	-0.111	0.023	0.511	0.261	0.511	-6.338	0.201	0.209
-126.0	-2.654	0.43578	-0.109	0.022	0.511	0.254	0.511	-6.090	0.198	0.209
-125.0	-2.620	0.45019	-0.107	0.021	0.511	0.247	0.513	-5.819	0.194	0.209
-124.0	-2.587	0.46174	-0.105	0.021	0.511	0.240	0.516	-5.604	0.189	0.209
-123.0	-2.556	0.47272	-0.103	0.020	0.512	0.233	0.519	-5.406	0.184	0.210
-122.0	-2.525	0.48200	-0.101	0.019	0.513	0.227	0.521	-5.238	0.179	0.210
-121.0	-2.495	0.49528	-0.099	0.018	0.515	0.221	0.525	-5.037	0.176	0.210
-120.0	-2.464	0.50326	-0.097	0.018	0.516	0.215	0.528	-4.895	0.173	0.211
-119.0	-2.434	0.51534	-0.094	0.017	0.518	0.209	0.531	-4.722	0.167	0.211
-118.0	-2.405	0.52414	-0.092	0.017	0.519	0.204	0.534	-4.588	0.160	0.212
-117.0	-2.378	0.53407	-0.089	0.016	0.520	0.199	0.539	-4.452	0.153	0.213
-116.0	-2.352	0.54266	-0.087	0.015	0.521	0.193	0.543	-4.334	0.145	0.213
-115.0	-2.327	0.55203	-0.084	0.015	0.522	0.189	0.547	-4.216	0.135	0.214
-114.0	-2.304	0.55608	-0.081	0.014	0.524	0.184	0.552	-4.143	0.127	0.215
-113.0	-2.281	0.56446	-0.078	0.014	0.525	0.179	0.557	-4.042	0.122	0.216
-112.0	-2.259	0.57142	-0.075	0.013	0.526	0.175	0.562	-3.953	0.116	0.217
-111.0	-2.237	0.57798	-0.072	0.013	0.527	0.170	0.567	-3.871	0.104	0.218
-110.0	-2.217	0.58087	-0.069	0.012	0.528	0.166	0.572	-3.817	0.090	0.219
-109.0	-2.199	0.58758	-0.066	0.012	0.529	0.162	0.578	-3.742	0.075	0.220
-108.0	-2.181	0.59095	-0.063	0.011	0.530	0.158	0.583	-3.691	0.059	0.221
-107.0	-2.165	0.59774	-0.060	0.011	0.531	0.154	0.588	-3.622	0.038	0.222
-106.0	-2.150	0.59738	-0.056	0.011	0.532	0.150	0.594	-3.600	0.017	0.224
-105.0	-2.136	0.60087	-0.053	0.010	0.533	0.147	0.599	-3.556	0.001	0.225
-104.0	-2.123	0.60940	-0.050	0.010	0.534	0.144	0.604	-3.484	-0.013	0.227
-103.0	-2.111	0.61029	-0.046	0.010	0.535	0.140	0.610	-3.458	-0.033	0.228
-102.0	-2.099	0.61411	-0.043	0.009	0.536	0.137	0.615	-3.418	-0.065	0.230
-101.0	-2.088	0.61004	-0.039	0.009	0.537	0.133	0.620	-3.424	-0.114	0.231
-100.0	-2.080	0.61047	-0.036	0.009	0.538	0.130	0.625	-3.406	-0.162	0.233
-99.0	-2.071	0.61047	-0.032	0.008	0.539	0.127	0.630	-3.393	-0.234	0.234
-98.0	-2.065	0.61403	-0.029	0.008	0.540	0.124	0.635	-3.363	-0.336	0.236
-97.0	-2.059	0.61109	-0.025	0.008	0.541	0.121	0.640	-3.370	-0.478	0.238
-96.0	-2.055	0.61416	-0.021	0.007	0.542	0.118	0.645	-3.346	-0.722	0.240
-95.0	-2.052	0.61246	-0.018	0.007	0.543	0.115	0.649	-3.350	-0.815	0.241
-94.0	-2.048	0.60976	-0.014	0.007	0.544	0.113	0.654	-3.359	-0.987	0.243
-93.0	-2.046	0.60766	-0.011	0.006	0.544	0.110	0.658	-3.367	-1.811	0.245
-92.0	-2.045	0.61058	-0.007	0.006	0.545	0.107	0.663	-3.349	-6.094	0.247
-91.0	-2.045	0.60054	-0.004	0.006	0.546	0.104	0.667	-3.405	5.393	0.248
-90.0	-2.046	0.60243	-0.000	0.006	0.547	0.102	0.672	-3.397	0.221	0.250
-89.0	-1.798	1.29208	0.004	0.546	0.006	0.667	0.104	-1.392	0.221	0.252
-88.0	-1.801	1.29393	0.007	0.545	0.006	0.663	0.107	-1.392	1.311	0.254
-87.0	-1.805	1.28296	0.011	0.544	0.006	0.658	0.110	-1.407	1.049	0.256
-86.0	-1.810	1.27577	0.014	0.544	0.007	0.654	0.113	-1.419	0.891	0.258
-85.0	-1.816	1.26902	0.018	0.543	0.007	0.649	0.115	-1.431	0.852	0.260
-84.0	-1.822	1.26091	0.021	0.542	0.007	0.645	0.118	-1.445	0.811	0.262
-83.0	-1.829	1.24716	0.025	0.541	0.008	0.640	0.121	-1.466	0.722	0.264
-82.0	-1.837	1.23901	0.029	0.540	0.008	0.635	0.124	-1.483	0.659	0.266
-81.0	-1.846	1.22386	0.032	0.539	0.008	0.630	0.127	-1.509	0.610	0.267
-80.0	-1.857	1.21210	0.036	0.538	0.009	0.625	0.130	-1.532	0.568	0.269
-79.0	-1.869	1.19874	0.039	0.537	0.009	0.620	0.133	-1.559	0.535	0.271
